序号,发行人_链接,发行人,文件名称_链接,文件名称,披露日期
4238,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=512,南通星球石墨股份有限公司,http://static.sse.com.cn/stock/information/c/202102/4c76aec90bbb43d19c67d94f2a813451.pdf,8-1 发行人及保荐机构关于发行注册环节反馈意见落实函的回复,2021-02-09
4239,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=512,南通星球石墨股份有限公司,http://static.sse.com.cn/stock/information/c/202102/bd6a21336a6c4241943dd0e2176ecdcc.pdf,8-2会计师关于发行注册环节反馈意见落实函的回复,2021-02-09
4240,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=512,南通星球石墨股份有限公司,http://static.sse.com.cn/stock/information/c/202102/5d2b38818fc048a693cff96818db9512.pdf,8-3 律师补充法律意见书（四）,2021-02-09
4241,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=466,杭州西力智能科技股份有限公司,http://static.sse.com.cn/stock/information/c/202102/d6133ad8e03f43189e0a99512f84a027.pdf,8-1 发行人及保荐机构关于发行注册环节反馈意见落实函的回复,2021-02-09
4242,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=466,杭州西力智能科技股份有限公司,http://static.sse.com.cn/stock/information/c/202102/69257cdb5da6456c850d220c949b1e25.pdf,8-2 会计师关于发行注册环节反馈意见落实函的回复,2021-02-09
4243,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=453,杭州品茗安控信息技术股份有限公司,http://static.sse.com.cn/stock/information/c/202102/5b552f47dd96448681f6f01d80bcc386.pdf,8-1-5 发行人及保荐机构关于发行注册环节反馈意见落实函的回复,2021-02-09
4244,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=453,杭州品茗安控信息技术股份有限公司,http://static.sse.com.cn/stock/information/c/202102/e911fa7324ad4a5cbcd7118556314be7.pdf,8-2-4 会计师关于发行注册环节反馈意见落实函的回复,2021-02-09
4245,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=453,杭州品茗安控信息技术股份有限公司,http://static.sse.com.cn/stock/information/c/202102/56d181fd4a1c4c378ba7faf171f217aa.pdf,8-3-4 律师事务所的补充法律意见书（四）,2021-02-09
4246,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=333,上海康鹏科技股份有限公司,http://static.sse.com.cn/stock/information/c/202102/d10cbf02f42b4363926d3423fcb0747f.pdf,8-1-4 发行人及保荐机构关于上海康鹏科技股份有限公司首次公开发行股票并在科创板上市申请文件的第四轮审核问询函的回复,2021-02-09
4247,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=333,上海康鹏科技股份有限公司,http://static.sse.com.cn/stock/information/c/202102/5c4411d03ae245458b8e66008e29ebf2.pdf,8-2-4 毕马威会计师事务所关于上海康鹏科技股份有限公司首次公开发行股票并在科创板上市申请文件的第四轮审核问询函有关财务问题回复的专项说明,2021-02-09
4248,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=333,上海康鹏科技股份有限公司,http://static.sse.com.cn/stock/information/c/202102/c7c1dc0ca78744d8b75bfba43c2791f7.pdf,8-3-1 上海市锦天城律师事务所关于上海康鹏科技股份有限公司首次公开发行股票并在科创板上市的补充法律意见书(五),2021-02-09
4249,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=333,上海康鹏科技股份有限公司,http://static.sse.com.cn/stock/information/c/202102/2a16709ae79a4e8191a1b4373e0a7320.pdf,8-4-2 关于上海康鹏科技股份有限公司首次公开发行股票并在科创板上市申请文件的前三轮审核问询函回复的修订说明,2021-02-09
4250,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=687,普冉半导体（上海）股份有限公司,http://static.sse.com.cn/stock/information/c/202102/dbbd9ef7ed6446a48909f65e72cc0379.pdf,8-1 发行人及保荐机构关于上市委会议意见落实函的回复,2021-02-09
4251,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=481,杭州奥泰生物技术股份有限公司,http://static.sse.com.cn/stock/information/c/202102/88b26ace3f8c464d8681147b75109bbb.pdf,8-1 发行人及保荐机构关于发行注册环节反馈意见落实函的回复,2021-02-09
4252,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=481,杭州奥泰生物技术股份有限公司,http://static.sse.com.cn/stock/information/c/202102/ee38673bf443427d98d56f8b8d9c78b1.pdf,8-2 会计师回复意见,2021-02-09
4253,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=481,杭州奥泰生物技术股份有限公司,http://static.sse.com.cn/stock/information/c/202102/ff95b96c84f3450687e885a9a19f0ecc.pdf,8-3 补充法律意见书(六),2021-02-09
4254,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=752,华海清科股份有限公司,http://static.sse.com.cn/stock/information/c/202102/e9ef13b614ef406ea4a751fccd90847d.pdf,8-1 发行人及保荐机构关于第二轮审核问询函的回复,2021-02-08
4255,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=752,华海清科股份有限公司,http://static.sse.com.cn/stock/information/c/202102/2777c958fd644134850b4c258bec2581.pdf,8-2 申报会计师关于第二轮审核问询函的回复,2021-02-08
4256,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=752,华海清科股份有限公司,http://static.sse.com.cn/stock/information/c/202102/481ea2c128154b7ab41db12fdc5358a1.pdf,8-3 发行人律师补充法律意见书（二）,2021-02-08
4257,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=582,深圳市鼎阳科技股份有限公司,http://static.sse.com.cn/stock/information/c/202102/bb89ada2ff3949d8a39e89de2fef0e1d.pdf,8-1 发行人及保荐机构关于上市委会议意见落实函的回复,2021-02-08
4258,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=760,浙江晨泰科技股份有限公司,http://static.sse.com.cn/stock/information/c/202102/808837d7d2d243e085863cb30c206675.pdf,8-2 会计师回复意见,2021-02-06
4259,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=760,浙江晨泰科技股份有限公司,http://static.sse.com.cn/stock/information/c/202102/033081528fd14eb490567ba4f294bce2.pdf,8-3 补充法律意见书（一）,2021-02-06
4260,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=760,浙江晨泰科技股份有限公司,http://static.sse.com.cn/stock/information/c/202102/6c645441f6544347aa607a4e5227763f.pdf,8-1 发行人及保荐机构回复意见,2021-02-06
4261,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=749,四川天微电子股份有限公司,http://static.sse.com.cn/stock/information/c/202102/d01bfa5c505e4e08afe67bddaad144bd.pdf,8-3 补充法律意见书（二）,2021-02-05
4262,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=749,四川天微电子股份有限公司,http://static.sse.com.cn/stock/information/c/202102/caabe97240324becb310d6c98efdef68.pdf,8-1 发行人及保荐机构关于第二轮审核问询函回复（豁免版）,2021-02-05
4263,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=749,四川天微电子股份有限公司,http://static.sse.com.cn/stock/information/c/202102/a80b52151bb743a294f5eaf799515789.pdf,8-2 会计师关于第二轮审核问询函的回复意见,2021-02-05
4264,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=749,四川天微电子股份有限公司,http://static.sse.com.cn/stock/information/c/202102/d2fd1b26537040139230d5371ad32fb3.pdf,8-4-2 发行人及保荐机构关于首轮问询函回复的修订说明,2021-02-05
4265,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=749,四川天微电子股份有限公司,http://static.sse.com.cn/stock/information/c/202102/e777d1cfa913446c8327cdb5692fc585.pdf,8-4-2 会计师关于首轮问询函回复的修订说明,2021-02-05
4266,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=745,北京同益中新材料科技股份有限公司,http://static.sse.com.cn/stock/information/c/202102/be1934517bcb46f2b2c72b895ea985d6.pdf,8-2-1 会计师第二轮审核问询函的回复,2021-02-03
4267,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=745,北京同益中新材料科技股份有限公司,http://static.sse.com.cn/stock/information/c/202102/c2880e371d39405e8c386f3a602c8399.pdf,8-2-2 会计师第一轮审核问询函的回复（更正稿）,2021-02-03
4268,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=745,北京同益中新材料科技股份有限公司,http://static.sse.com.cn/stock/information/c/202102/8b6e684f53f043dd834ea2bf8d4b5fb9.pdf,8-3 律师补充法律意见书（二）,2021-02-03
4269,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=745,北京同益中新材料科技股份有限公司,http://static.sse.com.cn/stock/information/c/202102/877b51591d204963988cf4c0ad451e28.pdf,8-1-1 发行人及保荐机构第二轮审核问询函的回复,2021-02-03
4270,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=392,广州中望龙腾软件股份有限公司,http://static.sse.com.cn/stock/information/c/202102/c1da27f09cc1441a8447ab744b97ba86.pdf,8-1 关于广州中望龙腾软件股份有限公司首次公开发行股票并在科创板上市的发行注册环节反馈意见落实函的回复,2021-02-02
4271,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=392,广州中望龙腾软件股份有限公司,http://static.sse.com.cn/stock/information/c/202102/d974d44e3e9446ec85b6520a2f52c57f.pdf,8-2 关于广州中望龙腾软件股份有限公司首次公开发行股票并在科创板上市的发行注册环节反馈意见落实函中有关财务会计问题的专项说明,2021-02-02
4272,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=761,浙江齐治科技股份有限公司,http://static.sse.com.cn/stock/information/c/202102/dd3c77e60ce841c2bfc055451caae1c7.pdf,8-1 发行人及保荐机构回复意见,2021-02-02
4273,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=761,浙江齐治科技股份有限公司,http://static.sse.com.cn/stock/information/c/202102/93959f0a64634573a3e6c432da003e8b.pdf,8-3 补充法律意见书（一）,2021-02-02
4274,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=761,浙江齐治科技股份有限公司,http://static.sse.com.cn/stock/information/c/202102/9008dad7ed194ac5b92dd539e1509f22.pdf,8-2 会计师回复,2021-02-02
4275,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=723,美埃（中国）环境科技股份有限公司,http://static.sse.com.cn/stock/information/c/202102/0277ca33c5ab4892ab02d54410aba5a4.pdf,8-1 发行人及保荐机构第二轮回复意见,2021-02-02
4276,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=723,美埃（中国）环境科技股份有限公司,http://static.sse.com.cn/stock/information/c/202102/906d71dd657140eab7fd3fe6e469a519.pdf,8-2 会计师第二轮回复意见,2021-02-02
4277,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=723,美埃（中国）环境科技股份有限公司,http://static.sse.com.cn/stock/information/c/202102/3cf7d66d9f1c45bc8c312ff3adf429b5.pdf,8-3 补充法律意见书（二）,2021-02-02
4278,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=513,广东九联科技股份有限公司,http://static.sse.com.cn/stock/information/c/202102/24a888b583de474cb04b7495c75bfc05.pdf,8-1 关于广东九联科技股份有限公司首次公开发行股票并在科创板上市的发行注册环节反馈意见落实函的回复,2021-02-02
4279,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=513,广东九联科技股份有限公司,http://static.sse.com.cn/stock/information/c/202102/a1c2c539a65e4d4db90378a19128bc74.pdf,8-2 会计师关于发行注册环节反馈意见落实函的回复,2021-02-02
4280,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=709,武汉中科通达高新技术股份有限公司,http://static.sse.com.cn/stock/information/c/202102/0e9b6d5d180444388436c67d6846935e.pdf,8-1-1 发行人及保荐机构关于审核中心意见落实函的回复,2021-02-02
4281,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=709,武汉中科通达高新技术股份有限公司,http://static.sse.com.cn/stock/information/c/202102/09968156d7b547a2ba438639fba5f60c.pdf,8-2-1 申报会计师关于审核中心意见落实函的回复,2021-02-02
4282,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=709,武汉中科通达高新技术股份有限公司,http://static.sse.com.cn/stock/information/c/202102/30920c060b924eb581f6b7e160c4c5c1.pdf,8-3 补充法律意见书（四）,2021-02-02
4283,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=709,武汉中科通达高新技术股份有限公司,http://static.sse.com.cn/stock/information/c/202102/cfa032bb09844695a4edb0d04cfeae0b.pdf,8-4-2 发行人及保荐机构关于首轮和第二轮审核问询函回复的修订说明,2021-02-02
4284,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=709,武汉中科通达高新技术股份有限公司,http://static.sse.com.cn/stock/information/c/202102/7a40ea41ee9b4ec897f861c2a64bdce4.pdf,8-4-3 申报会计师关于首轮和第二轮审核问询函回复的修订说明,2021-02-02
4285,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=705,合肥工大高科信息科技股份有限公司,http://static.sse.com.cn/stock/information/c/202102/15fb1f098b9a45b692576ee87454cf51.pdf,8-3 补充法律意见书（三）,2021-02-02
4286,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=705,合肥工大高科信息科技股份有限公司,http://static.sse.com.cn/stock/information/c/202102/d776a3d72d8e4e16be2faa5e74fd12b5.pdf,8-1 发行人及保荐机构关于审核中心意见落实函的回复,2021-02-02
4287,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=705,合肥工大高科信息科技股份有限公司,http://static.sse.com.cn/stock/information/c/202102/bbef0df87bbd49eaba477fac4c6973ee.pdf,8-2 会计师关于审核中心意见落实函的回复,2021-02-02
4288,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=771,珠海冠宇电池股份有限公司,http://static.sse.com.cn/stock/information/c/202102/791c14899f094bddabdc88b0b866b31d.pdf,8-3 关于珠海冠宇电池股份有限公司首次公开发行人民币普通股并在上海证券交易所科创板上市之补充法律意见书,2021-02-02
4289,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=771,珠海冠宇电池股份有限公司,http://static.sse.com.cn/stock/information/c/202102/230a90505572451cb1126f96204d9e37.pdf,8-1 关于珠海冠宇电池股份有限公司首次公开发行股票并在科创板上市申请文件审核问询函的回复,2021-02-02
4290,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=771,珠海冠宇电池股份有限公司,http://static.sse.com.cn/stock/information/c/202102/0f95773265304494a8f0494014a18f13.pdf,8-2 关于珠海冠宇电池股份有限公司首次公开发行股票申请文件审查反馈意见中有关财务会计问题的专项说明,2021-02-02
4291,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=713,安徽森泰木塑集团股份有限公司,http://static.sse.com.cn/stock/information/c/202102/3018399b1aec4b3c9d92d346d2a4641c.pdf,8-1 发行人及保荐机构回复意见（三）,2021-02-01
4292,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=713,安徽森泰木塑集团股份有限公司,http://static.sse.com.cn/stock/information/c/202102/24d0627ca9234c9aa8eed2e831f6cd0e.pdf,8-2 会计师回复意见（三）,2021-02-01
4293,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=713,安徽森泰木塑集团股份有限公司,http://static.sse.com.cn/stock/information/c/202102/b97884704e9d41d387c59a4caccb804c.pdf,8-3 补充法律意见书（三）,2021-02-01
4294,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=387,北京青云科技股份有限公司,http://static.sse.com.cn/stock/information/c/202102/ab8d721bd9154ab28a9ba307c87e7005.pdf,8-1发行人及保荐机构关于发行注册环节反馈意见落实函的回复意见（二）,2021-02-01
4295,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=387,北京青云科技股份有限公司,http://static.sse.com.cn/stock/information/c/202102/9f7bba6185e14f3ba5ab0d218ac32f22.pdf,8-2申报会计师关于发行注册环节反馈意见落实函的回复意见（二）,2021-02-01
4296,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=387,北京青云科技股份有限公司,http://static.sse.com.cn/stock/information/c/202102/e1733c4132974b0fabd64e43ec0baf09.pdf,8-1 发行人及保荐机构关于发行注册环节反馈意见落实函的回复意见,2021-02-01
4297,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=387,北京青云科技股份有限公司,http://static.sse.com.cn/stock/information/c/202102/7c29f1befc2b44408490f4d92ee1ff99.pdf,8-2 申报会计师关于发行注册环节反馈意见落实函的回复意见,2021-02-01
4298,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=387,北京青云科技股份有限公司,http://static.sse.com.cn/stock/information/c/202102/4442c4dba0cf48a3bd2ad91617582504.pdf,8-3 补充法律意见书（五）,2021-02-01
4299,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=460,合肥芯碁微电子装备股份有限公司,http://static.sse.com.cn/stock/information/c/202102/c967130c50b347c588ea9721d302d373.pdf,8-2 会计师关于发行注册环节反馈意见落实函的回复,2021-02-01
4300,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=460,合肥芯碁微电子装备股份有限公司,http://static.sse.com.cn/stock/information/c/202102/6861c77e73ad48c7b2b0d5b3bafbf579.pdf,8-1 发行人及保荐机构关于发行注册环节反馈意见落实函的回复,2021-02-01
4301,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=635,正元地理信息集团股份有限公司,http://static.sse.com.cn/stock/information/c/202101/1179eb56191441eea9e099d31d841dea.pdf,8-1 发行人及保荐机构关于审核中心意见落实函的回复意见,2021-01-29
4302,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=635,正元地理信息集团股份有限公司,http://static.sse.com.cn/stock/information/c/202101/f90c9122933a4df9a4d978a31cc33f0f.pdf,8-2 会计师关于审核中心意见落实函的回复意见,2021-01-29
4303,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=635,正元地理信息集团股份有限公司,http://static.sse.com.cn/stock/information/c/202101/30598b0e6e0447f9bee3e84bf0225dff.pdf,8-3 补充法律意见书（四）,2021-01-29
4304,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=721,江苏金智教育信息股份有限公司,http://static.sse.com.cn/stock/information/c/202101/ddb3e964f8414a5b81159ff374c701ab.pdf,8-1 发行人及保荐机构关于审核中心意见落实函的回复,2021-01-29
4305,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=725,苏州华之杰电讯股份有限公司,http://static.sse.com.cn/stock/information/c/202101/afc857dcb35c4e3fb2608bcedc1c26d0.pdf,8-3 律师补充法律意见书（二）,2021-01-29
4306,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=725,苏州华之杰电讯股份有限公司,http://static.sse.com.cn/stock/information/c/202101/619b8dffcdc04791b7145c1dd6c28ea6.pdf,8-2 会计师关于第二轮审核问询函的回复意见,2021-01-29
4307,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=725,苏州华之杰电讯股份有限公司,http://static.sse.com.cn/stock/information/c/202101/e2572e8393be471f87ad01f15b32d446.pdf,8-1 发行人及保荐机构关于第二轮审核问询函的回复意见,2021-01-29
4308,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=704,北京阳光诺和药物研究股份有限公司,http://static.sse.com.cn/stock/information/c/202101/94adf5622f4f435388112eb193c2db80.pdf,8-1 发行人及保荐机构关于审核中心落实意见函的回复,2021-01-29
4309,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=704,北京阳光诺和药物研究股份有限公司,http://static.sse.com.cn/stock/information/c/202101/b60c02bcca7244c5995cbe7b79fcb14c.pdf,8-2 会计师关于审核中心落实意见函的回复,2021-01-29
4310,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=704,北京阳光诺和药物研究股份有限公司,http://static.sse.com.cn/stock/information/c/202101/8274285b3ffb4590a06ad06dd1bea22e.pdf,8-3 补充法律意见（四）,2021-01-29
4311,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=652,深圳市紫光照明技术股份有限公司,http://static.sse.com.cn/stock/information/c/202101/33039a681b7141ad857618321da8311c.pdf,8-1 发行人及保荐机构关于审核中心意见落实函的回复,2021-01-29
4312,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=652,深圳市紫光照明技术股份有限公司,http://static.sse.com.cn/stock/information/c/202101/6d4919f6e0004882a4fdd82d34383c0d.pdf,8-2 会计师关于审核中心意见落实函的回复,2021-01-29
4313,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=652,深圳市紫光照明技术股份有限公司,http://static.sse.com.cn/stock/information/c/202101/36663310e15f43e49bfc6c128ea85aee.pdf,8-3 补充法律意见书（三）,2021-01-29
4314,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=709,武汉中科通达高新技术股份有限公司,http://static.sse.com.cn/stock/information/c/202101/421ac604480f4c05961fbfc97efb004c.pdf,8-3 补充法律意见书（三）,2021-01-29
4315,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=709,武汉中科通达高新技术股份有限公司,http://static.sse.com.cn/stock/information/c/202101/42db98b99c274a98b84472ac7dcf9ff6.pdf,8-1 发行人及保荐机构关于第三轮审核问询函的回复,2021-01-29
4316,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=709,武汉中科通达高新技术股份有限公司,http://static.sse.com.cn/stock/information/c/202101/708939ebb7ec4b4284fa13dd3a939ff0.pdf,8-2 申报会计师关于第三轮审核问询函的回复,2021-01-29
4317,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=753,苏州新锐合金工具股份有限公司,http://static.sse.com.cn/stock/information/c/202101/4e51b35697ca46ac84b09bbc4cb24d06.pdf,上海市锦天城律师事务所关于苏州新锐合金工具股份有限公司首次公开发行股票并在科创板上市的补充法律意见书（一）,2021-01-28
4318,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=753,苏州新锐合金工具股份有限公司,http://static.sse.com.cn/stock/information/c/202101/ae6fda1104eb4ed89e217ed38f2f9bb5.pdf,8-2 会计师回复意见,2021-01-28
4319,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=753,苏州新锐合金工具股份有限公司,http://static.sse.com.cn/stock/information/c/202101/49dec7c07f9c4a29b42beb148833f434.pdf,8-1 发行人及保荐机构回复意见,2021-01-28
4320,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=484,北京盛诺基医药科技股份有限公司,http://static.sse.com.cn/stock/information/c/202101/c4eb32fda6de44ce922d2fa3f300cca2.pdf,8-2-3 会计师三轮回复意见,2021-01-28
4321,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=484,北京盛诺基医药科技股份有限公司,http://static.sse.com.cn/stock/information/c/202101/aaf3d352aabe43598449f39aadcfbb72.pdf,8-3-4 律师事务所关于北京盛诺基医药科技股份有限公司首次公开发行股票并在科创板上市的补充法律意见书(四),2021-01-28
4322,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=484,北京盛诺基医药科技股份有限公司,http://static.sse.com.cn/stock/information/c/202101/b425abf3acf1462e8f30708382d22964.pdf,8-1-3 发行人及保荐机构三轮回复意见（豁免版）,2021-01-28
4323,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=708,长威信息科技发展股份有限公司,http://static.sse.com.cn/stock/information/c/202101/455282de0bfe4893875474f862e475ef.pdf,8-3 补充法律意见书（二）,2021-01-28
4324,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=708,长威信息科技发展股份有限公司,http://static.sse.com.cn/stock/information/c/202101/d13d167701354264a933a9ce474ee099.pdf,8-1 发行人及保荐机构回复意见（二）,2021-01-28
4325,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=708,长威信息科技发展股份有限公司,http://static.sse.com.cn/stock/information/c/202101/d13ffb380d59432ea278c9c046a64db9.pdf,8-2 会计师回复意见（二）,2021-01-28
4326,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=698,博众精工科技股份有限公司,http://static.sse.com.cn/stock/information/c/202101/b690c18b2c3644dfbb3b240d6ed14295.pdf,8-1-1发行人及保荐机构关于审核问询函的回复意见（2020年1-9月财务数据更新版）,2021-01-28
4327,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=698,博众精工科技股份有限公司,http://static.sse.com.cn/stock/information/c/202101/73f3d28d970e4377b68d0ad6df77bb0d.pdf,8-1-2发行人及保荐机构关于审核中心意见落实函的回复（2020年1-9月财务数据更新版）,2021-01-28
4328,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=698,博众精工科技股份有限公司,http://static.sse.com.cn/stock/information/c/202101/6cf88cecbc694ddc8d28486a060d5842.pdf,8-2会计师关于审核问询函的回复意见（2020年1-9月财务数据更新版）,2021-01-28
4329,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=698,博众精工科技股份有限公司,http://static.sse.com.cn/stock/information/c/202101/47018bfc6a904f17a22e3d47e53c7afd.pdf,8-3发行人律师补充法律意见书（三）,2021-01-28
4330,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=632,贵州航宇科技发展股份有限公司,http://static.sse.com.cn/stock/information/c/202101/420244e3bfac4fe18c6e7f16922bf968.pdf,8-1 发行人及保荐机构回复意见,2021-01-27
4331,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=632,贵州航宇科技发展股份有限公司,http://static.sse.com.cn/stock/information/c/202101/4d5deda794ad4465aca73c1271bedfcc.pdf,8-2 会计师回复意见,2021-01-27
4332,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=632,贵州航宇科技发展股份有限公司,http://static.sse.com.cn/stock/information/c/202101/c288e6f61cf5443fba2ec49b02235cc4.pdf,8-3 律师补充法律意见书（五）,2021-01-27
4333,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=333,上海康鹏科技股份有限公司,http://static.sse.com.cn/stock/information/c/202101/a9095627f07142d29cd813e00f97a4af.pdf,8-1-1 发行人及保荐机构关于上海康鹏科技股份有限公司首次公开发行股票并在科创板上市申请文件的第一轮审核问询函的回复（2020年年报财务数据更新版）,2021-01-27
4334,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=333,上海康鹏科技股份有限公司,http://static.sse.com.cn/stock/information/c/202101/cff0c7566deb4589adaeed3d30818d44.pdf,8-1-2 发行人及保荐机构关于上海康鹏科技股份有限公司首次公开发行股票并在科创板上市申请文件的第二轮审核问询函的回复（2020年年报财务数据更新版）,2021-01-27
4335,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=333,上海康鹏科技股份有限公司,http://static.sse.com.cn/stock/information/c/202101/2fe9f68651bd42ba85077080dd1aeaae.pdf,8-1-3发行人及保荐机构关于上海康鹏科技股份有限公司首次公开发行股票并在科创板上市申请文件的第三轮审核问询函的回复（2020年年报财务数据更新版）,2021-01-27
4336,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=333,上海康鹏科技股份有限公司,http://static.sse.com.cn/stock/information/c/202101/f6e1afc827ba4c02a8e4c98dff25c7b1.pdf,8-2-1 毕马威会计师关于上海康鹏科技股份有限公司首次公开发行股票并在科创板上市申请文件的第一轮审核问询函回复的专项说明（2020年年报财务数据更新版）,2021-01-27
4337,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=333,上海康鹏科技股份有限公司,http://static.sse.com.cn/stock/information/c/202101/e57f39bf870b4298bf7e3cda2c48d826.pdf,8-2-2 毕马威会计师关于上海康鹏科技股份有限公司首次公开发行股票并在科创板上市申请文件的第二轮审核问询函回复的专项说明）（2020年年报财务数据更新版）,2021-01-27
