序号,发行人_链接,发行人,审核问询轮次,文件名称_链接,文件名称,披露日期
515,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=255,前沿生物药业（南京）股份有限公司,1,http://static.sse.com.cn/stock/information/c/202005/036ee8b5f4ec490fa75243c9900dd099.pdf,8-1 发行人及保荐机构第三轮回复意见,2020-05-24
516,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=255,前沿生物药业（南京）股份有限公司,1,http://static.sse.com.cn/stock/information/c/202003/a62f4ab645de4a609270a7d10f646b52.pdf,8-1 发行人及保荐机构第二轮回复意见,2020-03-30
517,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=255,前沿生物药业（南京）股份有限公司,1,http://static.sse.com.cn/stock/information/c/201910/dfbcb60923da431aa46915eacd549ceb.pdf,8-1 发行人及保荐机构回复意见,2019-10-28
518,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=590,青岛达能环保设备股份有限公司,1,http://static.sse.com.cn/stock/information/c/202011/68ad06112d264534bb00ef9eb090c0a3.pdf,8-1 发行人及保荐机构关于第二轮审核问询函的回复意见,2020-11-16
519,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=590,青岛达能环保设备股份有限公司,1,http://static.sse.com.cn/stock/information/c/202009/6354bc5be5734eb9a5b886af3a9510fc.pdf,8-1 发行人及保荐机构回复意见,2020-09-21
520,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=301,青岛高测科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/202005/0e2b568d31d54990bb140ebd1ecd14eb.pdf,8-1 发行人及保荐机构关于青岛高测科技股份有限公司首次公开发行股票并在科创板上市申请文件的第二轮审核问询函的回复,2020-05-15
521,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=301,青岛高测科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/202004/df9e37599eed4731ac7e1cf6db0a49b3.pdf,8-1 发行人及保荐机构关于青岛高测科技股份有限公司首次公开发行股票并在科创板上市申请文件的审核问询函的回复,2020-04-08
522,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=62,青岛海尔生物医疗股份有限公司,1,http://static.sse.com.cn/stock/information/c/201907/e56a89e65c2247debf2a7ed6164fd67c.pdf,8-1 发行人及保荐机构回复意见（六）,2019-07-19
523,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=62,青岛海尔生物医疗股份有限公司,1,http://static.sse.com.cn/stock/information/c/201907/83c19d3c039d41779a959b08ab20ea09.pdf,8-1 发行人及保荐机构回复意见（五）,2019-07-12
524,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=62,青岛海尔生物医疗股份有限公司,1,http://static.sse.com.cn/stock/information/c/201906/ccc2af019c9c43d389700ecdd5d6bc17.pdf,8-1 发行人及保荐机构回复意见（四）,2019-06-24
525,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=62,青岛海尔生物医疗股份有限公司,1,http://static.sse.com.cn/stock/information/c/201906/a4b7e14f58e14009a3a5ce95891c23ea.pdf,8-1 发行人及保荐机构回复意见（三）,2019-06-10
526,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=62,青岛海尔生物医疗股份有限公司,1,http://static.sse.com.cn/stock/information/c/201905/0c7e6fd76e52409b9568183a65c15999.pdf,8-1 发行人及保荐机构回复意见（二）,2019-05-23
527,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=62,青岛海尔生物医疗股份有限公司,1,http://static.sse.com.cn/stock/information/c/201904/f09146150f7648aba653d502481f7a93.pdf,8-1 发行人及保荐机构回复意见,2019-04-30
528,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=413,青岛海泰新光科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/202009/36be982b2bac416d91b6e6d207cc1216.pdf,8-1 发行人及保荐机构关于第三轮审核问询函的回复,2020-09-11
529,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=413,青岛海泰新光科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/202008/5a79929edfb44933af57d778843e80b8.pdf,8-1-2 发行人及保荐机构关于第二轮审核问询函的回复,2020-08-31
530,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=413,青岛海泰新光科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/202007/9f7bf14ce99d41e7a408ebb2cde4e7da.pdf,8-1 发行人及保荐机构回复意见,2020-07-13
531,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=868,青岛云路先进材料技术股份有限公司,1,http://static.sse.com.cn/stock/information/c/202108/f874dc2fd032466fae0736dc915a8d40.pdf,8-1 发行人及保荐机构关于第二轮审核问询函的回复意见,2021-08-04
532,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=868,青岛云路先进材料技术股份有限公司,1,http://static.sse.com.cn/stock/information/c/202106/9bff9dfb447a4829b9dac710007db8fa.pdf,8-1 发行人及保荐机构关于审核问询函的回复意见,2021-06-24
533,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=943,荣昌生物制药（烟台）股份有限公司,1,http://static.sse.com.cn/stock/information/c/202110/1c3a8d399c604a04bb8e4f25ebb2a428.pdf,8-1-1 发行人及保荐机构回复意见（二）,2021-10-20
534,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=943,荣昌生物制药（烟台）股份有限公司,1,http://static.sse.com.cn/stock/information/c/202109/0b4b5b12f04e40f6a0f628fdae8dd65e.pdf,8-1-1 发行人及保荐机构回复意见（一）,2021-09-07
535,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=1117,赛恩斯环保股份有限公司,1,http://static.sse.com.cn/stock/information/c/202207/2051c7278f0d42fd985b6972653b37b9.pdf,8-1-2 发行人及保荐机构关于第二轮审核问询函的回复,2022-07-18
536,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=1117,赛恩斯环保股份有限公司,1,http://static.sse.com.cn/stock/information/c/202205/fdc6069f1a5c4b11906f22378b2898a3.pdf,8-1 发行人及保荐机构回复意见,2022-05-26
537,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=55,赛诺医疗科学技术股份有限公司,1,http://static.sse.com.cn/stock/information/c/201907/b7d4a4ca62b84f1fb58da15a448e94c5.pdf,8-1 发行人及保荐机构关于第四轮审核问询函回复,2019-07-17
538,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=55,赛诺医疗科学技术股份有限公司,1,http://static.sse.com.cn/stock/information/c/201906/9e03c10e8b73467d9f7bb0e941f82caa.pdf,8-1发行人及保荐机构关于第三轮审核问询函回复,2019-06-19
539,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=55,赛诺医疗科学技术股份有限公司,1,http://static.sse.com.cn/stock/information/c/201905/8136c84c42ce4d58bed23ac51e85a022.pdf,8-1 发行人及保荐机构关于第二轮审核问询函回复,2019-05-30
540,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=55,赛诺医疗科学技术股份有限公司,1,http://static.sse.com.cn/stock/information/c/201905/5f2d68141da64f75be2ab3d4ecce3344.pdf,8-1 发行人及保荐机构回复意见,2019-05-09
541,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=861,三一重能股份有限公司,1,http://static.sse.com.cn/stock/information/c/202108/072c46d59c2c45fdb796100d7fcd5b2b.pdf,8-1 发行人及保荐机构关于第二轮审核问询函的回复,2021-08-24
542,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=861,三一重能股份有限公司,1,http://static.sse.com.cn/stock/information/c/202107/c87d7b17418b46febb6e78cf916707ad.pdf,8-1 发行人及保荐机构回复意见,2021-07-02
543,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=686,厦门厦钨新能源材料股份有限公司,1,http://static.sse.com.cn/stock/information/c/202011/9081789f87a34c4794be243ba83f731a.pdf,8-1 发行人及保荐机构关于第二轮审核问询函的回复,2020-11-11
544,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=686,厦门厦钨新能源材料股份有限公司,1,http://static.sse.com.cn/stock/information/c/202009/ce6979f0b5e34b029a1079e24d6a4add.pdf,8-1 发行人及保荐机构回复意见,2020-09-23
545,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=17,厦门特宝生物工程股份有限公司,1,http://static.sse.com.cn/stock/information/c/201907/de028cc1b72347b79ee2947550c86af0.pdf,8-1 发行人及保荐机构关于第四轮问询函的回复意见,2019-07-15
546,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=17,厦门特宝生物工程股份有限公司,1,http://static.sse.com.cn/stock/information/c/201906/d54573200be34d8f85594045303dd1a2.pdf,8-1发行人及保荐机构关于第三轮问询函的回复意见,2019-06-16
547,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=17,厦门特宝生物工程股份有限公司,1,http://static.sse.com.cn/stock/information/c/201905/c48bd23bac7841f79c844a2b9854c17e.pdf,8-1 发行人及保荐机构关于二轮问询函的回复意见,2019-05-23
548,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=17,厦门特宝生物工程股份有限公司,1,http://static.sse.com.cn/stock/information/c/201905/99f5d462029d4e058209105640246586.pdf,8-1 发行人及保荐机构回复意见,2019-05-10
549,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=194,山大地纬软件股份有限公司,1,http://static.sse.com.cn/stock/information/c/202001/40f40e1c734b4123be374134ef887810.pdf,8-1 发行人及保荐机构关于第三轮审核问询函的回复,2020-01-07
550,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=194,山大地纬软件股份有限公司,1,http://static.sse.com.cn/stock/information/c/201912/cc22d6848641453ca5379157e84c2549.pdf,8-1-1 发行人及保荐机构关于第二轮审核问询函的回复,2019-12-10
551,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=194,山大地纬软件股份有限公司,1,http://static.sse.com.cn/stock/information/c/201910/8cb9fc084d514721a601ccfc8c34278f.pdf,8-1 发行人及保荐机构关于山大地纬软件股份有限公司首次公开发行股票并在科创板上市申请文件的第一轮审核问询函的回复（2019年半年报财务数据更新版）,2019-10-09
552,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=136,山东奥福环保科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/201908/b83176f58a8c43f5b05cd56c6a9d6156.pdf,8-1 发行人及保荐机构关于第二轮问询函的回复意见,2019-08-06
553,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=136,山东奥福环保科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/201907/536d335123624622be0337cca823129b.pdf,8-1 发行人及保荐机构回复意见,2019-07-05
554,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=638,山东科汇电力自动化股份有限公司,1,http://static.sse.com.cn/stock/information/c/202011/bb8b505ea5284cbd8ed50f0a190ad049.pdf,8-1 发行人及保荐机构关于审核问询函的回复（二）,2020-11-24
555,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=638,山东科汇电力自动化股份有限公司,1,http://static.sse.com.cn/stock/information/c/202009/c7783eded0804474ad39ec0fbcab36c4.pdf,8-1 发行人及保荐机构关于审核问询函的回复,2020-09-30
556,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=903,山东天岳先进科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/202108/d57db7002ff4414aa3e3403d4b4f94f0.pdf,8-1 发行人及保荐机构第二轮回复意见,2021-08-20
557,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=903,山东天岳先进科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/202107/3c6aa4a0a2334f818fb156d596f63142.pdf,8-1 发行人及保荐机构回复意见,2021-07-27
558,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=559,山东威高骨科材料股份有限公司,1,http://static.sse.com.cn/stock/information/c/202101/26040675ba6c48b69f85d8d3a977edf5.pdf,8-1 发行人及保荐机构关于第三轮审核问询函的回复,2021-01-19
559,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=559,山东威高骨科材料股份有限公司,1,http://static.sse.com.cn/stock/information/c/202012/e1cad561ce2447eabaa4d204a4db0e92.pdf,8-1 发行人及保荐机构关于第二轮审核问询函的回复,2020-12-15
560,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=559,山东威高骨科材料股份有限公司,1,http://static.sse.com.cn/stock/information/c/202010/ad80bfdb58d64a23a715441d21dc1817.pdf,8-1 威高骨科反馈意见回复,2020-10-12
561,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=90,山石网科通信技术股份有限公司,1,http://static.sse.com.cn/stock/information/c/201907/aeeffa488ffa46dc95c37f82a80123cc.pdf,8-1 发行人和保荐机构回复意见（四）,2019-07-12
562,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=90,山石网科通信技术股份有限公司,1,http://static.sse.com.cn/stock/information/c/201906/4a3d6e7f81644a09902a5ed9d53e9a06.pdf,8-1 发行人和保荐机构回复意见（三）,2019-06-26
563,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=90,山石网科通信技术股份有限公司,1,http://static.sse.com.cn/stock/information/c/201906/9e7c4afe01d74bc1bba12b62da6da633.pdf,8-1 发行人和保荐机构回复意见（二）,2019-06-10
564,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=90,山石网科通信技术股份有限公司,1,http://static.sse.com.cn/stock/information/c/201905/d8e08e49da1e4b5486118464a100803f.pdf,8-1 发行人和保荐机构回复意见,2019-05-15
565,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=871,陕西华秦科技实业股份有限公司,1,http://static.sse.com.cn/stock/information/c/202106/5f6aa7d14e6448e29b14d2b40935a8cd.pdf,8-1 发行人及保荐人关于第二轮审核问询函之回复报告,2021-06-25
566,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=871,陕西华秦科技实业股份有限公司,1,http://static.sse.com.cn/stock/information/c/202106/2ca2cd49f3a64497b7902d15cc2208a8.pdf,8-1 发行人及保荐人关于审核问询函之回复报告,2021-06-11
567,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=913,陕西莱特光电材料股份有限公司,1,http://static.sse.com.cn/stock/information/c/202109/cdacda3dbd5f4062bb7ab78fa10d32ef.pdf,8-1-2 发行人及保荐机构关于二轮问询函的回复意见,2021-09-30
568,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=913,陕西莱特光电材料股份有限公司,1,http://static.sse.com.cn/stock/information/c/202109/c1400bc471bc4bc9aca083b9248a8e65.pdf,8-1 发行人及保荐机构回复意见,2021-09-01
569,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=816,陕西斯瑞新材料股份有限公司,1,http://static.sse.com.cn/stock/information/c/202104/21cc79f489e74c40901c2c40c6a41c70.pdf,8-1 发行人及保荐机构回复意见（第二轮问询）,2021-04-20
570,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=816,陕西斯瑞新材料股份有限公司,1,http://static.sse.com.cn/stock/information/c/202103/8553a992fbd940508783460f734af686.pdf,8-1 发行人及保荐机构回复意见,2021-03-18
571,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=415,上海阿拉丁生化科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/202007/9f4d2aa218ea488f9fffd87c965e291b.pdf,8-1 发行人及保荐机构关于第二轮审核问询函的回复,2020-07-19
572,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=415,上海阿拉丁生化科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/202007/d823cf2e88824723bac21c5effd6456b.pdf,8-1 发行人及保荐机构回复意见,2020-07-02
573,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=400,上海艾力斯医药科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/202007/a640a1be78e84bb4a23d7eba376cb8d9.pdf,8-1 发行人及保荐机构关于第二轮审核问询函之回复报告,2020-07-26
574,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=400,上海艾力斯医药科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/202006/28bf3f0f56d0404e9e8f176c770cb35f.pdf,8-1 上海艾力斯医药科技股份有限公司及中信证券股份有限公司关于审核问询函之回复报告,2020-06-08
575,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=743,上海艾为电子技术股份有限公司,1,http://static.sse.com.cn/stock/information/c/202103/17b9a6431a7c492d8ff2cd5dd77e9e3f.pdf,8-1 发行人及保荐机构第二轮问询回复意见,2021-03-02
576,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=743,上海艾为电子技术股份有限公司,1,http://static.sse.com.cn/stock/information/c/202101/1c63657b7dc4407f9feac1748f89ce6a.pdf,8-1 发行人及保荐机构回复意见,2021-01-06
577,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=876,上海安路信息科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/202106/9beeaa3d78784f55b94b5f9f40287033.pdf,8-1发行人及保荐机构关于第二轮审核问询函的回复,2021-06-23
578,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=876,上海安路信息科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/202106/94101e6c81c941f98431266abf91b115.pdf,8-1 发行人及保荐机构回复意见,2021-06-21
579,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=1051,上海奥浦迈生物科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/202203/bce01a1964e14efa8549a3626436eca7.pdf,8-1-2 发行人及保荐机构关于第二轮问询函的回复,2022-03-31
580,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=1051,上海奥浦迈生物科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/202202/6fed527a28c149bdaf5785f97fce3b97.pdf,8-1 发行人及保荐机构关于上海奥浦迈生物科技股份有限公司首次公开发行股票并在科创板上市申请文件的第一轮问询的回复意见,2022-02-25
581,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=821,上海澳华内镜股份有限公司,1,http://static.sse.com.cn/stock/information/c/202104/2a82cb878ef24b1c9f6db9a425933f5e.pdf,8-1上海澳华内镜股份有限公司及中信证券股份有限公司关于第二轮审核问询函之回复报告,2021-04-27
582,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=821,上海澳华内镜股份有限公司,1,http://static.sse.com.cn/stock/information/c/202103/f7e9aedb4eda4feaba633e730a6f0809.pdf,8-1 上海澳华内镜股份有限公司及中信证券股份有限公司关于审核问询函之回复报告,2021-03-26
583,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=97,上海柏楚电子科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/201906/97fc48e5f4114d1caf3dbf1ff151a18c.pdf,8-1 发行人及保荐机构回复意见（三）,2019-06-12
584,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=97,上海柏楚电子科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/201905/de89ccfb2a8b4781b0c514617f72739e.pdf,8-1 发行人及保荐机构回复意见（二）,2019-05-27
585,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=97,上海柏楚电子科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/201905/4281692b1c1d43bbb64bd7df559fff0c.pdf,8-1 发行人及保荐机构回复意见,2019-05-13
586,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=1060,上海毕得医药科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/202204/33dd8945d122466f80e4bf460a3cc313.pdf,8-1 发行人及保荐机构关于第三轮审核问询函的回复,2022-04-20
587,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=1060,上海毕得医药科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/202204/ba1499f247a744088cd1245348a697fa.pdf,8-1 发行人及保荐机构关于第二轮审核问询函的回复,2022-04-05
588,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=1060,上海毕得医药科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/202202/da1278d568bf467c8a41501d26fc441d.pdf,8-1 发行人及保荐机构回复意见（豁免版）,2022-02-17
589,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=1076,上海灿瑞科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/202204/12b662b102594b7b966f5a14b3dd2cbd.pdf,8-1发行人及保荐机构第二轮审核问询函回复,2022-04-09
590,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=1076,上海灿瑞科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/202203/d165fd3d79c44cd5858f14eb8b31a4fc.pdf,8-1 发行人及保荐机构关于首轮审核问询函的回复,2022-03-23
591,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=986,上海丛麟环保科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/202201/9607b89db1bb45079cb6f8b9ea0be1f6.pdf,8-1-2 发行人及保荐机构第二轮回复意见,2022-01-23
592,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=986,上海丛麟环保科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/202109/a7232f3b715e4cda9b467769d292a7d7.pdf,8-1 发行人及保荐机构回复意见,2021-09-09
593,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=588,上海电气风电集团股份有限公司,1,http://static.sse.com.cn/stock/information/c/202010/a8bd8e4a26be4375a635f62bbc75e680.pdf,8-1 发行人及保荐机构回复意见（二）,2020-10-22
594,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=588,上海电气风电集团股份有限公司,1,http://static.sse.com.cn/stock/information/c/202009/a9764d16f18b4ac098de350c7b4ca0a5.pdf,8-1 发行人及保荐机构回复意见（一）,2020-09-09
595,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=739,上海复旦微电子集团股份有限公司,1,http://static.sse.com.cn/stock/information/c/202103/7e789af7a5ac44ed930c87fc5b344725.pdf,8-1 发行人及保荐机构回复意见（二）,2021-03-01
596,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=739,上海复旦微电子集团股份有限公司,1,http://static.sse.com.cn/stock/information/c/202101/f514e627745e4a2398117196e4829f3a.pdf,8-1 发行人及保荐机构回复意见,2021-01-08
597,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=160,上海复旦张江生物医药股份有限公司,1,http://static.sse.com.cn/stock/information/c/201909/63367e1498b746f59ff46f2144a5bb0f.pdf,8-1 发行人及保荐机构关于第二轮审核问询函的回复,2019-09-29
598,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=160,上海复旦张江生物医药股份有限公司,1,http://static.sse.com.cn/stock/information/c/201909/f3c4a1eb5758434b8713f361a56eb1f2.pdf,8-1 发行人及保荐机构关于审核问询函的回复,2019-09-02
599,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=341,上海复洁环保科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/202005/0437f1175390432ba304edfad70311bc.pdf,8-1-2 发行人及保荐机构关于上海复洁环保科技股份有限公司首次公开发行股票并在科创板上市申请文件的第二轮审核问询函的回复,2020-05-28
600,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=341,上海复洁环保科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/202004/e9daa10dda32481393712c13f08eb97a.pdf,8-1-1 发行人、保荐机构关于首次公开发行股票并在科创板上市申请文件审核问询函的回复,2020-04-21
601,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=925,上海概伦电子股份有限公司,1,http://static.sse.com.cn/stock/information/c/202109/f4ce85115943430897c97082344e6c37.pdf,8-1 发行人及保荐机构的第二轮审核问询函回复,2021-09-02
602,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=925,上海概伦电子股份有限公司,1,http://static.sse.com.cn/stock/information/c/202108/01a30b24971b4f58aeaf9cd625898a5a.pdf,8-1 发行人及保荐机构关于审核问询函的回复,2021-08-18
603,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=139,上海硅产业集团股份有限公司,1,http://static.sse.com.cn/stock/information/c/201910/6b98841b412d4e47b8b6fbf440757aef.pdf,8-1 发行人及保荐机构关于第四轮问询函的回复,2019-10-28
604,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=139,上海硅产业集团股份有限公司,1,http://static.sse.com.cn/stock/information/c/201907/98849f0392904d25abc9dd0b975d243a.pdf,8-1 发行人及保荐机构回复意见（第三轮）,2019-07-16
605,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=139,上海硅产业集团股份有限公司,1,http://static.sse.com.cn/stock/information/c/201906/e913405e81d245138544e651a07e5374.pdf,8-1发行人及保荐机构回复意见（第二轮）,2019-06-12
606,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=139,上海硅产业集团股份有限公司,1,http://static.sse.com.cn/stock/information/c/201905/07b4f45911a64d489a15bff07d6eee76.pdf,8-1 发行人及保荐机构回复意见,2019-05-28
607,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=457,上海海优威新材料股份有限公司,1,http://static.sse.com.cn/stock/information/c/202009/e4f02500074849cba3e9c86de014f6ef.pdf,8-1发行人及保荐机构关于第二轮审核问询函的回复,2020-09-02
608,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=457,上海海优威新材料股份有限公司,1,http://static.sse.com.cn/stock/information/c/202007/4a0778fc871c44fe989e1add5933f6e7.pdf,8-1 发行人及保荐机构回复意见,2020-07-22
609,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=479,上海皓元医药股份有限公司,1,http://static.sse.com.cn/stock/information/c/202010/93dc6b88ad4a4d9d9afd3c1e7f5f35c4.pdf,8-1 发行人及保荐机构关于第三轮审核问询函的回复,2020-10-14
610,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=479,上海皓元医药股份有限公司,1,http://static.sse.com.cn/stock/information/c/202009/c582b9a2363c49798e651a5330601080.pdf,8-1 发行人及保荐机构关于第二轮审核问询函的回复,2020-09-24
611,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=479,上海皓元医药股份有限公司,1,http://static.sse.com.cn/stock/information/c/202008/f1f988eed0e246f39d1aa8bb000667e6.pdf,8-1 发行人及保荐机构关于审核问询函的回复,2020-08-10
612,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=701,上海和辉光电股份有限公司,1,http://static.sse.com.cn/stock/information/c/202012/843b3887c32140338949a51b0f303fa2.pdf,8-1 发行人及保荐机构关于第三轮审核问询函的回复,2020-12-29
613,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=701,上海和辉光电股份有限公司,1,http://static.sse.com.cn/stock/information/c/202011/9923a4445bdd49f982139e90308e0f9b.pdf,8-1 发行人及保荐机构关于第二轮审核问询函的回复,2020-11-25
614,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=701,上海和辉光电股份有限公司,1,http://static.sse.com.cn/stock/information/c/202010/e42e16b3f67544d3b77b74ee3cc716b4.pdf,8-1 发行人及保荐机构关于审核问询函的回复,2020-10-13
615,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=352,上海宏力达信息技术股份有限公司,1,http://static.sse.com.cn/stock/information/c/202007/874ae94215bc40d180655c3ae1d28306.pdf,8-1-2 发行人及保荐机构第二轮问询函回复意见,2020-07-21
616,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=352,上海宏力达信息技术股份有限公司,1,http://static.sse.com.cn/stock/information/c/202006/deb53217835d4355af1d37a205b16f41.pdf,8-1 发行人及保荐机构回复意见,2020-06-15
